weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
0,Cloud development not observed or not observable,10:00:00,28.7,64,0.0,4.7,Pulau Pinang,Butterworth,5.3992,100.3639,2024-03-11
0,Cloud development not observed or not observable,10:00:00,28.7,64,0.0,4.7,Pulau Pinang,George Town,5.4145,100.3292,2024-03-11
0,Cloud development not observed or not observable,10:00:00,28.6,65,0.0,6.1,Kedah,Sungai Petani,5.65,100.48,2024-03-11
0,Cloud development not observed or not observable,10:00:00,28.3,68,0.0,7.7,Kedah,Alor Setar,6.1167,100.3667,2024-03-11
0,Cloud development not observed or not observable,10:00:00,28.0,68,0.0,2.9,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-03-11
1,Clouds generally dissolving or becoming less developed,10:00:00,29.0,64,0.0,0.7,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.2,65,0.0,2.2,Perak,Ipoh,4.6,101.07,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.3,80,0.0,0.4,Selangor,Petaling Jaya,3.1073,101.6067,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.3,80,0.0,0.4,Selangor,Shah Alam,3.0833,101.5333,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.5,68,0.0,6.0,Kelantan,Kota Bharu,6.1333,102.25,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.0,70,0.0,4.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.8,80,0.0,9.9,Sarawak,Sibu,2.3,111.8167,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.6,80,0.0,6.4,Perak,Taiping,4.85,100.7333,2024-03-11
2,State of sky on the whole unchanged,10:00:00,30.0,71,0.0,13.1,Sarawak,Miri,4.4028,113.9933,2024-03-11
2,State of sky on the whole unchanged,10:00:00,27.7,73,0.0,2.4,Putrajaya,Putrajaya,2.93,101.69,2024-03-11
2,State of sky on the whole unchanged,10:00:00,28.6,70,0.0,5.9,Perlis,Kangar,6.4333,100.2,2024-03-11
2,State of sky on the whole unchanged,10:00:00,30.9,55,0.0,11.6,Labuan,Labuan,5.2803,115.2475,2024-03-11
2,State of sky on the whole unchanged,10:00:00,27.5,73,0.0,4.3,Pahang,Raub,3.7931,101.8569,2024-03-11
3,Clouds generally forming or developing,10:00:00,28.4,78,0.0,1.6,Selangor,Klang,3.0333,101.45,2024-03-11
3,Clouds generally forming or developing,10:00:00,27.3,78,0.0,12.4,Pahang,Kuantan,3.8167,103.3333,2024-03-11
3,Clouds generally forming or developing,10:00:00,27.4,80,0.0,6.2,Johor,Johor Bahru,1.4556,103.7611,2024-03-11
3,Clouds generally forming or developing,10:00:00,27.5,70,0.0,10.6,Melaka,Melaka,2.1889,102.2511,2024-03-11
3,Clouds generally forming or developing,10:00:00,30.9,51,0.0,5.8,Sabah,Kota Kinabalu,5.975,116.0725,2024-03-11
3,Clouds generally forming or developing,10:00:00,28.2,65,0.0,2.9,Negeri Sembilan,Seremban,2.7297,101.9381,2024-03-11
3,Clouds generally forming or developing,10:00:00,29.6,67,0.0,11.2,Sabah,Sandakan,5.8388,118.1173,2024-03-11
3,Clouds generally forming or developing,10:00:00,29.9,64,0.0,10.4,Sabah,Lahad Datu,5.03,118.34,2024-03-11
3,Clouds generally forming or developing,10:00:00,27.3,76,0.0,11.8,Johor,Muar,2.05,102.56,2024-03-11
