date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2025-07-20,00:00:00,10261,5946,52,460,1225,-1
2025-07-20,00:10:00,10264,5851,54,461,1178,-1
2025-07-20,00:20:00,10242,5867,48,461,1167,0
2025-07-20,00:30:00,10262,5818,48,461,1071,0
2025-07-20,00:40:00,10249,5777,52,460,1051,-1
2025-07-20,00:50:00,10258,5696,55,459,1009,0
2025-07-20,01:00:00,10253,5598,57,460,966,-1
2025-07-20,01:10:00,10250,5550,53,459,959,0
2025-07-20,01:20:00,10249,5371,53,460,962,-1
2025-07-20,01:30:00,10228,5273,42,460,967,0
2025-07-20,01:40:00,10266,5116,31,459,966,-1
2025-07-20,01:50:00,10240,5105,36,459,963,0
2025-07-20,02:00:00,10266,4912,39,461,963,0
2025-07-20,02:10:00,10247,4845,36,459,963,-1
2025-07-20,02:20:00,10244,4756,37,460,966,0
2025-07-20,02:30:00,10241,4628,36,460,966,0
2025-07-20,02:40:00,10260,4603,36,460,964,0
2025-07-20,02:50:00,10258,4445,38,459,916,0
2025-07-20,03:00:00,10253,4427,35,461,895,0
2025-07-20,03:10:00,10243,4576,34,265,896,0
2025-07-20,03:20:00,10134,4565,36,240,894,0
2025-07-20,03:30:00,9849,4757,39,300,895,0
2025-07-20,03:40:00,9789,4911,36,0,896,0
2025-07-20,03:50:00,9758,4923,36,0,892,0
2025-07-20,04:00:00,9764,4836,36,0,830,0
2025-07-20,04:10:00,9782,4866,37,0,755,0
2025-07-20,04:20:00,9821,4777,33,0,752,0
2025-07-20,04:30:00,9860,4747,34,0,660,0
2025-07-20,04:40:00,9841,4756,35,0,667,0
2025-07-20,04:50:00,9859,4675,37,0,582,0
2025-07-20,05:00:00,9862,4673,40,0,568,0
2025-07-20,05:10:00,9850,4649,37,0,571,0
2025-07-20,05:20:00,9839,4604,36,0,535,0
2025-07-20,05:30:00,9890,4574,36,0,535,0
2025-07-20,05:40:00,9937,4553,37,0,523,0
2025-07-20,05:50:00,9964,4556,40,0,518,0
2025-07-20,06:00:00,10011,4506,38,0,448,0
2025-07-20,06:10:00,10070,4449,37,0,445,0
2025-07-20,06:20:00,10049,4412,35,0,467,0
2025-07-20,06:30:00,10086,4406,38,0,449,0
2025-07-20,06:40:00,10100,4355,35,0,448,0
2025-07-20,06:50:00,10067,4249,37,0,420,0
2025-07-20,07:00:00,9989,4245,36,0,424,0
2025-07-20,07:10:00,9914,4076,37,0,398,1
2025-07-20,07:20:00,9881,3943,37,0,356,4
2025-07-20,07:30:00,9582,3975,37,0,357,27
2025-07-20,07:40:00,9506,3899,37,0,354,61
2025-07-20,07:50:00,9230,4007,41,0,361,109
2025-07-20,08:00:00,9145,4015,39,0,362,159
2025-07-20,08:10:00,9147,4000,37,0,403,206
2025-07-20,08:20:00,9147,3995,40,0,403,277
2025-07-20,08:30:00,9126,3939,35,0,402,339
2025-07-20,08:40:00,9072,3978,38,0,405,413
2025-07-20,08:50:00,8928,3974,38,0,403,466
2025-07-20,09:00:00,8878,3964,40,0,440,531
2025-07-20,09:10:00,8879,4012,40,0,444,576
2025-07-20,09:20:00,8888,3994,40,0,416,624
2025-07-20,09:30:00,8891,3919,38,0,338,701
2025-07-20,09:40:00,8880,3989,39,0,321,791
2025-07-20,09:50:00,8849,3983,37,0,321,891
2025-07-20,10:00:00,8808,4008,37,0,323,982
2025-07-20,10:10:00,8736,4081,36,0,362,1049
2025-07-20,10:20:00,8741,4035,35,0,376,1106
2025-07-20,10:30:00,8744,4025,35,0,336,1140
2025-07-20,10:40:00,8759,4033,35,0,362,1166
2025-07-20,10:50:00,8743,3992,36,0,335,1204
2025-07-20,11:00:00,8731,3943,36,0,333,1231
2025-07-20,11:10:00,8667,3964,33,0,333,1251
2025-07-20,11:20:00,8657,3896,33,0,334,1293
2025-07-20,11:30:00,8607,3916,35,0,333,1386
2025-07-20,11:40:00,8575,4030,37,0,338,1376
2025-07-20,11:50:00,8534,3997,36,0,337,1395
2025-07-20,12:00:00,8548,3956,34,0,338,1460
