date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2026-06-07,20:40:00,9395,9130,86,399,930,0
2026-06-07,20:50:00,9376,9058,86,400,1057,0
2026-06-07,21:00:00,9409,9073,86,399,982,-1
2026-06-07,21:10:00,9375,9068,82,399,936,-1
2026-06-07,21:20:00,9408,9095,82,400,989,0
2026-06-07,21:30:00,9439,9007,81,400,984,0
2026-06-07,21:40:00,9449,9099,63,400,884,0
2026-06-07,21:50:00,9449,9110,52,400,779,0
2026-06-07,22:00:00,9460,9062,58,400,781,0
2026-06-07,21:30:00,9439,9007,81,400,998,0
2026-06-07,21:40:00,9449,9099,63,400,896,0
2026-06-07,21:50:00,9449,9110,52,400,793,0
2026-06-07,22:00:00,9460,9062,58,400,793,0
2026-06-07,22:10:00,9463,8946,60,400,744,-1
2026-06-07,22:20:00,9464,8866,75,400,853,1
2026-06-07,22:30:00,9454,8790,57,400,797,0
2026-06-07,22:40:00,9462,8778,50,400,799,1
2026-06-07,22:50:00,9444,8736,55,400,798,1
2026-06-07,23:00:00,9463,8701,59,400,735,0
2026-06-07,23:10:00,9437,8690,57,400,733,0
2026-06-07,23:20:00,9425,8625,44,380,663,0
2026-06-07,23:30:00,9437,8483,5,342,662,0
2026-06-07,23:40:00,9460,8415,46,303,640,0
2026-06-07,23:50:00,9443,8290,52,286,634,0
2026-06-07,00:00:00,9696,8727,34,400,733,0
2026-06-07,00:10:00,9697,8629,78,400,633,0
2026-06-07,00:20:00,9687,8538,42,399,632,0
2026-06-07,00:30:00,9707,8329,65,399,632,0
2026-06-07,00:40:00,9681,8278,51,399,635,0
2026-06-07,00:50:00,9715,8128,47,376,617,0
2026-06-07,01:00:00,9682,8087,56,325,596,0
2026-06-07,01:10:00,9688,8019,53,295,615,0
2026-06-07,01:20:00,9696,7869,54,286,613,0
2026-06-07,01:30:00,9693,7740,44,288,617,0
2026-06-07,01:40:00,9686,7638,61,288,594,0
2026-06-07,01:50:00,9707,7554,38,288,563,0
2026-06-07,02:00:00,9682,7495,70,288,467,0
2026-06-07,02:10:00,9697,7379,69,288,430,0
2026-06-07,02:20:00,9697,7272,48,288,430,0
2026-06-07,02:30:00,9696,7231,43,288,431,0
2026-06-07,02:40:00,9686,7023,56,288,430,0
2026-06-07,02:50:00,9697,6968,74,288,431,0
2026-06-07,03:00:00,9701,6827,34,288,431,-1
2026-06-07,03:10:00,9695,6730,56,288,431,0
2026-06-07,03:20:00,9694,6664,38,288,429,0
2026-06-07,03:30:00,9700,6465,77,288,430,0
2026-06-07,03:40:00,9686,6384,57,288,428,0
2026-06-07,03:50:00,9693,6257,40,288,431,0
2026-06-07,04:00:00,9685,6245,55,288,430,0
2026-06-07,04:10:00,9689,6096,62,288,429,-1
2026-06-07,04:20:00,9698,6097,30,288,429,0
2026-06-07,04:30:00,9697,5972,54,288,426,0
2026-06-07,04:40:00,9690,5826,59,288,430,0
2026-06-07,04:50:00,9681,5791,42,288,430,0
2026-06-07,05:00:00,9698,5791,57,288,430,0
2026-06-07,05:10:00,9690,5757,49,288,430,0
2026-06-07,05:20:00,9692,5691,78,288,429,0
2026-06-07,05:30:00,9685,5596,84,288,430,0
2026-06-07,05:40:00,9687,5577,76,288,429,0
2026-06-07,05:50:00,9654,5567,77,288,427,0
2026-06-07,06:00:00,9600,5611,53,288,432,0
2026-06-07,06:10:00,9552,5634,53,289,430,0
2026-06-07,06:20:00,9539,5614,49,288,431,0
2026-06-07,06:30:00,9560,5528,69,288,454,0
2026-06-07,06:40:00,9576,5410,66,288,449,0
2026-06-07,06:50:00,9592,5404,42,288,379,0
2026-06-07,07:00:00,9523,5345,58,287,240,1
2026-06-07,07:10:00,9316,5468,57,288,246,7
2026-06-07,07:20:00,9235,5452,46,288,246,34
2026-06-07,07:30:00,9063,5365,48,288,243,70
2026-06-07,07:40:00,8792,5448,63,288,220,112
2026-06-07,07:50:00,8611,5443,50,287,220,162
2026-06-07,08:00:00,8357,5448,55,288,357,237
2026-06-07,08:10:00,8192,5449,76,288,399,309
2026-06-07,08:20:00,8186,5439,82,288,398,370
2026-06-07,08:30:00,8187,5405,90,288,395,414
2026-06-07,08:40:00,8065,5400,93,288,394,505
2026-06-07,08:50:00,7961,5419,95,288,393,535
2026-06-07,09:00:00,7888,5400,93,288,392,639
2026-06-07,09:10:00,7871,5436,91,288,395,724
2026-06-07,09:20:00,7875,5435,96,288,395,810
2026-06-07,09:30:00,7778,5469,95,288,399,867
2026-06-07,09:40:00,7805,5552,94,288,449,910
2026-06-07,09:50:00,7958,5431,90,288,449,989
2026-06-07,10:00:00,7984,5447,86,288,396,1043
2026-06-07,10:10:00,7992,5444,78,288,372,1128
2026-06-07,10:20:00,7986,5443,77,289,372,1154
2026-06-07,10:30:00,7976,5407,46,289,353,1228
2026-06-07,10:40:00,7976,5439,38,289,274,1248
2026-06-07,10:50:00,7891,5404,38,289,274,1276
2026-06-07,11:00:00,7859,5352,79,289,233,1309
2026-06-07,11:10:00,7719,5514,25,289,243,1301
2026-06-07,11:20:00,7674,5085,67,288,695,1346
2026-06-07,11:30:00,7674,5109,76,288,699,1346
2026-06-07,11:40:00,7720,5165,65,288,713,1293
2026-06-07,11:50:00,7841,5109,59,288,706,1379
2026-06-07,12:00:00,7944,5124,54,288,606,1282
2026-06-07,12:10:00,7991,5107,64,288,569,1285
2026-06-07,12:20:00,7982,5155,69,289,473,1276
2026-06-07,12:30:00,8064,5012,42,289,279,1460
2026-06-07,12:40:00,8076,5051,61,290,341,1438
2026-06-07,12:50:00,8063,5018,71,288,309,1528
2026-06-07,13:00:00,8190,5030,68,288,309,1413
2026-06-07,13:10:00,8206,5079,75,288,359,1426
2026-06-07,13:20:00,8257,4950,68,288,328,1530
2026-06-07,13:30:00,8362,5095,67,288,237,1390
2026-06-07,13:40:00,8505,5129,54,288,420,1450
2026-06-07,13:50:00,8533,5116,78,288,419,1477
2026-06-07,14:00:00,8533,5188,82,288,389,1409
2026-06-07,14:10:00,8652,5293,85,288,395,1323
2026-06-07,14:20:00,8806,5185,94,288,290,1391
2026-06-07,14:30:00,8989,5176,96,288,226,1337
2026-06-07,14:40:00,9039,5179,85,288,137,1360
2026-06-07,14:50:00,9143,5189,97,289,166,1301
2026-06-07,15:00:00,9303,5198,80,288,152,1246
2026-06-07,15:10:00,9337,5149,92,288,150,1252
2026-06-07,15:20:00,9263,5334,92,288,151,1114
2026-06-07,15:30:00,9273,5506,55,288,151,1063
2026-06-07,15:40:00,9385,5529,54,288,134,1097
2026-06-07,15:50:00,9403,5555,69,288,134,1039
2026-06-07,16:00:00,9457,5622,79,288,132,1072
2026-06-07,16:10:00,9466,5925,45,288,135,1024
2026-06-07,16:20:00,9475,6065,44,288,135,1030
2026-06-07,16:30:00,9407,6253,76,288,134,994
2026-06-07,16:40:00,9388,6444,71,288,135,930
2026-06-07,16:50:00,9360,6332,62,288,134,894
2026-06-07,17:00:00,9330,6484,75,288,136,832
2026-06-07,17:10:00,9347,6578,49,288,135,765
2026-06-07,17:20:00,9291,6749,64,288,134,641
2026-06-07,17:30:00,9235,6943,44,288,154,526
2026-06-07,17:40:00,9253,6895,42,288,154,486
2026-06-07,17:50:00,9259,7118,79,288,152,400
2026-06-07,18:00:00,9263,7236,38,288,153,321
2026-06-07,18:10:00,9296,7346,64,288,133,248
2026-06-07,18:20:00,9313,7456,67,288,144,170
2026-06-07,18:30:00,9355,7646,21,288,152,114
2026-06-07,18:40:00,9373,7652,69,288,163,84
2026-06-07,18:50:00,9371,7867,64,288,166,56
2026-06-07,19:00:00,9370,7961,67,288,351,34
2026-06-07,19:10:00,9404,8160,63,326,486,11
2026-06-07,19:20:00,9406,8394,51,367,490,-2
2026-06-07,19:30:00,9434,8661,54,399,565,-2
2026-06-07,19:40:00,9426,8925,52,399,525,-1
2026-06-07,19:50:00,9411,8865,55,400,896,-1
2026-06-07,20:00:00,9387,8951,86,400,827,-1
2026-06-07,20:10:00,9375,8969,87,400,822,-1
2026-06-07,20:20:00,9380,9083,86,399,832,0
2026-06-07,20:30:00,9379,9042,89,399,928,0
2026-06-07,20:40:00,9395,9130,86,399,930,0
2026-06-07,20:50:00,9376,9058,86,400,1057,0
2026-06-07,21:00:00,9409,9073,86,399,982,-1
2026-06-07,21:10:00,9375,9068,82,399,936,-1
2026-06-07,21:20:00,9408,9095,82,400,989,0
2026-06-07,21:30:00,9439,9007,81,400,998,0
2026-06-07,21:40:00,9449,9099,63,400,896,0
2026-06-07,21:50:00,9449,9110,52,400,793,0
2026-06-07,22:00:00,9460,9062,58,400,793,0
2026-06-07,22:10:00,9463,8946,60,400,744,-1
2026-06-07,22:20:00,9464,8866,75,400,853,1
2026-06-07,22:30:00,9454,8790,57,400,797,0
2026-06-07,22:40:00,9462,8778,50,400,799,1
2026-06-07,22:50:00,9444,8736,55,400,798,1
2026-06-07,23:00:00,9463,8701,59,400,735,0
2026-06-07,23:10:00,9437,8690,57,400,733,0
2026-06-07,23:20:00,9425,8625,44,380,663,0
2026-06-07,23:30:00,9437,8483,5,342,662,0
2026-06-07,23:40:00,9460,8415,46,303,640,0
2026-06-07,23:50:00,9443,8290,52,286,634,0
